"CruiseHaul","survey","maturity","maturity_table","sex","fork_length","matcode","latitude","longitude","year","datetime","yday","is_spsp","is_mature","mat5stage","weight"
"201803-7",201803,"Spent",3,"Female",42.1,5,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,1,1,"Spent",1.04309318803344
"201803-7",201803,"Spent",3,"Female",45.6,5,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,1,1,"Spent",1.04309318803344
"201803-7",201803,"Prespawning",3,"Female",47.6,3,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,0,1,"Prespawning",1.04309318803344
"201803-7",201803,"Prespawning",3,"Female",47.5,3,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,0,1,"Prespawning",1.04309318803344
"201803-7",201803,"Spent",3,"Female",47,5,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,1,1,"Spent",1.04309318803344
"201803-7",201803,"Prespawning",3,"Female",45,3,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,0,1,"Prespawning",1.04309318803344
"201803-7",201803,"Spent",3,"Female",49.5,5,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,1,1,"Spent",1.04309318803344
"201803-7",201803,"Developing",3,"Female",44.3,2,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,0,0,"Developing",1.04309318803344
"201803-7",201803,"Prespawning",3,"Female",45,3,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,0,1,"Prespawning",1.04309318803344
"201803-7",201803,"Spent",3,"Female",47.2,5,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,1,1,"Spent",1.04309318803344
"201803-7",201803,"Prespawning",3,"Female",47,3,57.1794,-155.3119,2018,2018-03-18 23:37:00,77,0,1,"Prespawning",1.04309318803344
"201803-8",201803,"Spawning",3,"Female",48.6,4,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spawning",0.774774015002735
"201803-8",201803,"Spent",3,"Female",44.2,5,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spent",0.774774015002735
"201803-8",201803,"Spawning",3,"Female",48.6,4,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spawning",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",47.6,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-8",201803,"Spent",3,"Female",49.6,5,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spent",0.774774015002735
"201803-8",201803,"Spawning",3,"Female",45.3,4,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spawning",0.774774015002735
"201803-8",201803,"Spawning",3,"Female",44.1,4,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spawning",0.774774015002735
"201803-8",201803,"Spent",3,"Female",50.5,5,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spent",0.774774015002735
"201803-8",201803,"Spawning",3,"Female",48.8,4,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spawning",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",44.5,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",45.1,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-8",201803,"Spent",3,"Female",44.6,5,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spent",0.774774015002735
"201803-8",201803,"Immature",3,"Female",21.3,1,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,0,"Immature",0.774774015002735
"201803-8",201803,"Spawning",3,"Female",47.1,4,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spawning",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",47.4,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",45.3,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-8",201803,"Spent",3,"Female",45,5,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spent",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",42.3,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",44.4,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",49.1,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",45.1,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-8",201803,"Spent",3,"Female",45.5,5,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spent",0.774774015002735
"201803-8",201803,"Spent",3,"Female",48.9,5,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,1,1,"Spent",0.774774015002735
"201803-8",201803,"Immature",3,"Female",21.3,1,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,0,"Immature",0.774774015002735
"201803-8",201803,"Prespawning",3,"Female",43.4,3,57.2395,-155.6494,2018,2018-03-19 03:56:00,78,0,1,"Prespawning",0.774774015002735
"201803-9",201803,"Immature",3,"Female",20.2,1,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,0,0,"Immature",3.25133571690187
"201803-9",201803,"Spent",3,"Female",44.5,5,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spent",3.25133571690187
"201803-9",201803,"Spawning",3,"Female",43.6,4,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spawning",3.25133571690187
"201803-9",201803,"Spent",3,"Female",49.1,5,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spent",3.25133571690187
"201803-9",201803,"Spawning",3,"Female",46.7,4,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spawning",3.25133571690187
"201803-9",201803,"Immature",3,"Female",26.9,1,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,0,0,"Immature",3.25133571690187
"201803-9",201803,"Spent",3,"Female",42.7,5,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spent",3.25133571690187
"201803-9",201803,"Immature",3,"Female",21.3,1,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,0,0,"Immature",3.25133571690187
"201803-9",201803,"Spent",3,"Female",43.4,5,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spent",3.25133571690187
"201803-9",201803,"Immature",3,"Female",21.6,1,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,0,0,"Immature",3.25133571690187
"201803-9",201803,"Spent",3,"Female",47.4,5,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spent",3.25133571690187
"201803-9",201803,"Spent",3,"Female",45.5,5,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spent",3.25133571690187
"201803-9",201803,"Spawning",3,"Female",50.6,4,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spawning",3.25133571690187
"201803-9",201803,"Spent",3,"Female",45.9,5,57.3382,-155.4129,2018,2018-03-19 10:20:00,78,1,1,"Spent",3.25133571690187
"201904-1",201904,"Immature",3,"Female",21.2,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",21.2,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",19.9,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",15.9,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",20.9,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",21.7,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",17.9,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",21.2,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",22.3,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",20.5,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",22.7,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-1",201904,"Immature",3,"Female",22.7,1,58.5467,-152.893,2019,2019-03-07 18:25:00,66,0,0,"Immature",1
"201904-10",201904,"Spent",3,"Female",46.3,5,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,1,1,"Spent",1
"201904-10",201904,"Immature",3,"Female",20.1,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Developing",3,"Female",35,2,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Developing",1
"201904-10",201904,"Immature",3,"Female",20,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Spent",3,"Female",46.2,5,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,1,1,"Spent",1
"201904-10",201904,"Spawning",3,"Female",47.9,4,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,1,1,"Spawning",1
"201904-10",201904,"Spent",3,"Female",51.1,5,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,1,1,"Spent",1
"201904-10",201904,"Immature",3,"Female",22.2,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Immature",3,"Female",19.4,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Immature",3,"Female",18.8,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Prespawning",3,"Female",46.8,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Spawning",3,"Female",47.4,4,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,1,1,"Spawning",1
"201904-10",201904,"Prespawning",3,"Female",48.7,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Immature",3,"Female",21.3,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Prespawning",3,"Female",45.6,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",47.9,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Immature",3,"Female",21.7,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Prespawning",3,"Female",52.7,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Immature",3,"Female",21.5,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Immature",3,"Female",20.7,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Immature",3,"Female",22,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Prespawning",3,"Female",51.5,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",53.1,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",44.2,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",48.8,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",50.8,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",49.6,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",51.2,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",48.6,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Spent",3,"Female",46.3,5,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,1,1,"Spent",1
"201904-10",201904,"Prespawning",3,"Female",45.1,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",50.9,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Spent",3,"Female",45.4,5,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,1,1,"Spent",1
"201904-10",201904,"Spent",3,"Female",48.6,5,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,1,1,"Spent",1
"201904-10",201904,"Prespawning",3,"Female",49.1,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Immature",3,"Female",18.3,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Prespawning",3,"Female",49.2,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Immature",3,"Female",23.7,1,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,0,"Immature",1
"201904-10",201904,"Prespawning",3,"Female",44.7,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-10",201904,"Prespawning",3,"Female",47.1,3,57.9269,-154.5657,2019,2019-03-09 17:23:00,68,0,1,"Prespawning",1
"201904-11",201904,"Immature",3,"Female",21.8,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",19.8,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",48.6,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",54,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",22.7,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",22.6,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",48,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",46.3,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Developing",3,"Female",42.3,2,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Developing",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",45.8,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Spent",3,"Female",52.7,5,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,1,1,"Spent",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",20.1,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",21.1,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Spent",3,"Female",46,5,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,1,1,"Spent",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",21.2,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",18.5,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Spawning",3,"Female",45.2,4,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,1,1,"Spawning",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",18.6,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",18.8,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",21,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",22.4,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",49.8,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",50.4,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",50.8,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Spent",3,"Female",49.6,5,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,1,1,"Spent",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",48.9,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",46,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",49.1,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",21.5,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",47,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",49.6,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",21.1,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Spent",3,"Female",44,5,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,1,1,"Spent",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",23.4,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-11",201904,"Spent",3,"Female",48.4,5,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,1,1,"Spent",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",48,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Prespawning",3,"Female",49.1,3,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,1,"Prespawning",0.0444972504327474
"201904-11",201904,"Immature",3,"Female",19.3,1,57.7023,-154.3583,2019,2019-03-09 23:50:00,68,0,0,"Immature",0.0444972504327474
"201904-12",201904,"Prespawning",3,"Female",54.6,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",46.8,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Spawning",3,"Female",45.7,4,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spawning",3.4113526459561
"201904-12",201904,"Immature",3,"Female",19.2,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",47.6,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",50,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Spent",3,"Female",46.1,5,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spent",3.4113526459561
"201904-12",201904,"Spent",3,"Female",45.5,5,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spent",3.4113526459561
"201904-12",201904,"Immature",3,"Female",23.1,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",47.6,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",51.5,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Immature",3,"Female",21.9,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Spawning",3,"Female",50.6,4,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spawning",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",50.3,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",45.1,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Immature",3,"Female",28.2,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",47.6,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Developing",3,"Female",49.2,2,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Developing",3.4113526459561
"201904-12",201904,"Immature",3,"Female",20.4,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Spawning",3,"Female",47.5,4,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spawning",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",49.3,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Spent",3,"Female",46.3,5,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spent",3.4113526459561
"201904-12",201904,"Immature",3,"Female",23,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",45.3,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Immature",3,"Female",21.6,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Immature",3,"Female",21.7,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",48.6,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Immature",3,"Female",20,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Spawning",3,"Female",52.1,4,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spawning",3.4113526459561
"201904-12",201904,"Spawning",3,"Female",44.6,4,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spawning",3.4113526459561
"201904-12",201904,"Immature",3,"Female",21.9,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",48.1,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Immature",3,"Female",21.1,1,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,0,"Immature",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",50.8,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",48.6,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",46.2,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Spent",3,"Female",44.5,5,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spent",3.4113526459561
"201904-12",201904,"Prespawning",3,"Female",45.8,3,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,0,1,"Prespawning",3.4113526459561
"201904-12",201904,"Spawning",3,"Female",48.1,4,58.0715,-154.1904,2019,2019-03-10 05:43:00,69,1,1,"Spawning",3.4113526459561
"201904-13",201904,"Immature",3,"Female",21.3,1,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,0,"Immature",1.97102889409751
"201904-13",201904,"Spawning",3,"Female",49.9,4,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,1,1,"Spawning",1.97102889409751
"201904-13",201904,"Prespawning",3,"Female",48.7,3,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,1,"Prespawning",1.97102889409751
"201904-13",201904,"Immature",3,"Female",22,1,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,0,"Immature",1.97102889409751
"201904-13",201904,"Immature",3,"Female",24.4,1,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,0,"Immature",1.97102889409751
"201904-13",201904,"Prespawning",3,"Female",51,3,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,1,"Prespawning",1.97102889409751
"201904-13",201904,"Prespawning",3,"Female",50.7,3,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,1,"Prespawning",1.97102889409751
"201904-13",201904,"Prespawning",3,"Female",47.6,3,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,1,"Prespawning",1.97102889409751
"201904-13",201904,"Immature",3,"Female",22.5,1,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,0,"Immature",1.97102889409751
"201904-13",201904,"Prespawning",3,"Female",45.6,3,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,1,"Prespawning",1.97102889409751
"201904-13",201904,"Prespawning",3,"Female",52,3,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,1,"Prespawning",1.97102889409751
"201904-13",201904,"Prespawning",3,"Female",44.4,3,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,1,"Prespawning",1.97102889409751
"201904-13",201904,"Immature",3,"Female",20.2,1,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,0,"Immature",1.97102889409751
"201904-13",201904,"Prespawning",3,"Female",46.8,3,57.8551,-154.7656,2019,2019-03-10 09:58:00,69,0,1,"Prespawning",1.97102889409751
